surface_habitable_logement,annee_construction,periode_construction,type_batiment,type_energie_principale_chauffage,type_generateur_chauffage_principal,emission_ges_chauffage,emission_ges_ecs,emission_ges_eclairage,emission_ges_5_usages,emission_ges_5_usages_par_m2,etiquette_ges,code_postal_ban,nom_commune_ban
95.2,1948.0,1948-1974,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,1705.8,536.6,12.2,2297.8,24.0,C,63400.0,Chamalières
135.0,1978.0,1978-1982,maison,Électricité,Radiateur électrique à accumulation,727.2,161.7,18.4,935.4,6.0,B,24110.0,Saint-Astier
25.9,,avant 1948,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",147.1,75.2,3.4,225.7,8.0,B,34090.0,Montpellier
30.0,1961.0,1948-1974,appartement,Réseau de Chauffage urbain,Réseau de chaleur non isolé,33.9,64.6,1.1,91.7,3.1,A,35000.0,Rennes
155.0,,avant 1948,maison,Gaz naturel,Chaudière gaz standard 1991-2000,11477.6,434.8,21.1,11963.5,77.0,F,84000.0,Avignon
28.0,1964.0,1948-1974,appartement,Réseau de Chauffage urbain,Réseau de chaleur isolé,310.6,288.5,3.7,605.3,21.0,C,93100.0,Montreuil
23.0,2006.0,2006-2012,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",100.1,90.9,3.0,202.5,8.0,B,56100.0,Lorient
186.0,1978.0,1978-1982,maison,Électricité,"Convecteur électrique NFC, NF** et NF***",1186.6,236.0,24.3,1446.8,7.0,B,59560.0,Comines
52.0,2021.0,après 2021,appartement,Réseau de Chauffage urbain,Réseau de chaleur non isolé,290.7,587.1,2.0,721.2,13.9,C,75013.0,Paris
70.1,2008.0,2006-2012,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,1730.1,732.6,2.6,2293.5,32.7,D,52200.0,old Langres
54.1,1947.0,avant 1948,maison,Électricité,PAC air/air installée entre 2008 et 2014,659.1,88.5,7.2,778.8,14.0,C,18160.0,Saint-Hilaire-en-Lignières
74.2,1948.0,1948-1974,appartement,Gaz naturel,Chaudière gaz classique avant 1981,4795.0,1452.1,9.7,6269.4,84.0,F,91100.0,Corbeil-Essonnes
76.0,1989.0,1989-2000,appartement,Gaz naturel,Chaudière gaz standard 1991-2000,1727.9,78.0,10.0,1824.8,24.0,C,13010.0,Marseille
47.4,1991.0,1989-2000,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",222.7,140.0,6.1,389.0,8.0,B,74580.0,Viry
96.2,1947.0,avant 1948,maison,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",1397.2,135.1,12.5,1544.9,16.0,C,14410.0,Valdallière
90.0,1900.0,avant 1948,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",660.2,127.2,11.8,799.2,8.8,B,34220.0,Saint-Pons-de-Thomières
56.5,1948.0,1948-1974,appartement,Électricité,Radiateur électrique à accumulation,497.3,119.3,7.4,645.9,11.0,C,76200.0,Dieppe
90.3,1984.0,1983-1988,maison,Gaz naturel,Chaudière gaz basse température 2001-2015,3605.1,137.3,11.8,3802.6,42.1,D,6670.0,Castagniers
56.0,1948.0,1948-1974,appartement,Réseau de Chauffage urbain,Réseau de chaleur isolé,518.5,272.9,7.5,828.2,14.0,C,37700.0,Saint-Pierre-des-Corps
44.4,2004.0,2001-2005,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",99.8,103.5,5.8,226.2,5.0,A,93000.0,Bobigny
59.7,2018.0,2013-2021,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,728.4,375.9,7.8,1133.4,18.0,C,56370.0,Sarzeau
76.9,1998.0,1989-2000,appartement,Gaz naturel,Chaudière gaz standard 1991-2000,2067.8,505.3,9.7,2627.1,34.0,D,67600.0,Sélestat
91.4,2008.0,2006-2012,maison,Électricité,Plancher ou plafond rayonnant électrique avec régulation terminale,443.9,155.2,11.3,633.1,6.0,B,42540.0,Saint-Just-la-Pendue
30.5,1948.0,1948-1974,appartement,Gaz naturel,Chaudière gaz à condensation 2001-2015,584.1,303.0,4.1,905.4,29.0,C,49150.0,Baugé-en-Anjou
45.4,1989.0,1989-2000,appartement,Gaz naturel,Chaudière gaz classique 1986-1990,1353.3,484.4,6.0,1874.6,41.0,D,79000.0,Niort
83.3,1984.0,1983-1988,maison,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",571.9,143.0,10.9,762.2,9.0,B,61800.0,Le Ménil-Ciboult
77.0,1950.0,1948-1974,appartement,Gaz naturel,Chaudière gaz classique avant 1981,3120.4,2426.1,10.0,5568.6,72.3,F,75018.0,Paris
120.8,,avant 1948,maison,Fioul domestique,Chaudière fioul standard 1991-2015,9633.1,776.0,15.5,10440.9,86.0,F,1640.0,Boyeux-Saint-Jérôme
67.3,1964.0,1948-1974,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,449.6,351.5,9.2,837.4,12.0,C,31100.0,Toulouse
37.5,1978.0,1978-1982,appartement,Électricité,PAC air/air installée à partir de 2015,53.8,86.7,4.9,183.6,4.0,A,6000.0,Nice
164.3,1900.0,avant 1948,maison,Gaz naturel,Chaudière gaz à condensation après 2015,12.1,1.1,0.2,6299.3,38.3,D,36210.0,Sembleçay
94.0,,avant 1948,maison,Électricité,PAC air/eau installée entre 2008 et 2014,837.2,131.8,12.1,1002.2,10.0,B,3110.0,Espinasse-Vozelle
41.5,1948.0,1948-1974,appartement,Gaz naturel,Chaudière gaz classique avant 1981,1421.4,94.8,5.4,1530.3,36.0,D,13003.0,Marseille
64.0,1989.0,1989-2000,appartement,Électricité,PAC air/air installée entre 2008 et 2014,101.2,109.3,8.4,224.6,3.0,A,13127.0,Vitrolles
113.0,1972.0,1948-1974,maison,Fioul domestique,Chaudière fioul standard 1991-2015,5742.5,694.5,14.7,6471.4,57.0,E,27130.0,Verneuil d'Avre et d'Iton
42.0,,avant 1948,maison,Gaz naturel,Chaudière gaz à condensation 2001-2015,1411.5,309.5,5.6,1737.1,41.0,D,18700.0,Aubigny-sur-Nère
45.6,1970.0,1948-1974,appartement,Électricité,Autres émetteurs à effet joule,604.7,88.5,5.9,722.0,15.8,C,38750.0,Huez
70.8,,avant 1948,maison,Électricité,Radiateur électrique à accumulation,575.9,98.6,9.2,703.4,9.0,B,2300.0,Selens
45.0,2007.0,2006-2012,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",70.0,92.1,5.9,185.0,4.1,A,13008.0,Marseille
80.0,1945.0,avant 1948,maison,Gaz naturel,Chaudière gaz à condensation 2001-2015,2121.1,420.5,10.4,2560.0,32.0,D,80210.0,Feuquières-en-Vimeu
32.3,2010.0,2006-2012,appartement,Électricité,,54.6,102.6,4.4,5.7,5.7,A,33300.0,Bordeaux
52.1,1947.0,avant 1948,maison,Gaz naturel,radiateur à gaz indépendant ou autonome avant 2006,1569.4,109.2,6.8,1687.6,32.0,D,13011.0,Marseille
67.5,1948.0,1948-1974,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,3096.3,426.7,9.2,3650.3,54.0,E,31500.0,Toulouse
64.0,1947.0,avant 1948,appartement,Gaz naturel,Chaudière gaz basse température 2001-2015,3136.7,447.9,8.0,3631.2,56.0,E,8000.0,Charleville-Mézières
85.8,1948.0,1948-1974,appartement,Électricité,PAC air/air installée entre 2008 et 2014,150.0,156.7,11.2,345.9,4.0,A,11100.0,Narbonne
36.0,1961.0,1948-1974,appartement,Réseau de Chauffage urbain,réseau de chaleur non répertorié ou inconnu,430.2,478.1,1.4,783.6,21.7,C,92600.0,Asnières-sur-Seine
11.7,1947.0,avant 1948,appartement,Gaz naturel,Chaudière gaz basse température 2001-2015,497.5,65.6,1.5,578.1,49.0,D,75019.0,Paris
323.6,1947.0,avant 1948,maison,Bois – Granulés (pellets) ou briquettes,Poêle bûche installé à partir de 2005 sans label flamme verte,1412.4,236.2,42.2,1727.3,5.0,A,62575.0,Blendecques
52.8,,avant 1948,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,3420.7,355.5,6.6,3798.7,71.0,F,57490.0,L'Hôpital
180.0,1949.0,1948-1974,maison,Électricité,"Convecteur électrique NFC, NF** et NF***",7.0,1.0,0.1,1458.0,8.0,B,3450.0,Vicq
15.3,1947.0,avant 1948,appartement,Électricité,Radiateur électrique à accumulation,32.9,61.5,2.0,98.8,6.0,A,69100.0,Villeurbanne
49.0,2003.0,2001-2005,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",165.3,115.4,6.7,303.0,6.0,B,84310.0,Morières-lès-Avignon
149.0,2006.0,2006-2012,maison,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",647.3,166.0,20.3,870.0,5.0,A,64220.0,Lasse
50.0,1947.0,avant 1948,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",466.6,135.5,6.4,627.9,12.0,C,5120.0,Saint-Martin-de-Queyrières
76.0,1975.0,1975-1977,appartement,Gaz naturel,Chaudière gaz classique avant 1981,1891.2,2008.0,9.5,3932.2,51.0,E,57220.0,Boulay-Moselle
74.5,1964.0,1948-1974,appartement,Électricité,Autres émetteurs à effet joule,738.6,204.7,1.5,924.9,12.4,C,68270.0,Wittenheim
44.7,1900.0,avant 1948,appartement,Électricité,,171.1,100.9,5.8,7.0,7.0,B,29200.0,Brest
43.3,1980.0,1978-1982,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,169.3,550.3,5.6,743.7,17.1,C,71000.0,Mâcon
100.9,1947.0,avant 1948,maison,Électricité,"radiateur électrique NFC, NF** et NF***",1046.0,128.0,12.7,1223.2,12.0,C,58500.0,Ouagne
140.0,1947.0,avant 1948,maison,Gaz naturel,Chaudière gaz classique avant 1981,3882.3,998.8,19.1,4954.0,35.0,D,32460.0,Le Houga
70.7,,1978-1982,appartement,Réseau de Chauffage urbain,Réseau de chaleur isolé,0.0,0.0,9.3,53.4,1.0,A,83500.0,La Seyne-sur-Mer
131.0,1949.0,1948-1974,maison,Bois – Bûches,Poêle bûche installé entre 1990 et 2004,1683.5,150.4,17.4,1851.0,14.1,C,49380.0,Terranjou
41.4,,1948-1974,appartement,Électricité,Radiateur électrique à accumulation,318.3,111.1,5.3,442.4,10.0,B,73130.0,La Chambre
77.0,1987.0,1983-1988,maison,Gaz naturel,Chaudière gaz à condensation 2001-2015,2559.3,386.7,10.5,2995.6,38.0,D,32000.0,Auch
49.7,1930.0,avant 1948,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,16.7,3.0,0.1,2822.1,56.8,E,59800.0,Lille
21.0,,1948-1974,maison,Électricité,"Convecteur électrique NFC, NF** et NF***",306.5,71.7,2.7,380.9,18.0,C,1220.0,Divonne-les-Bains
105.0,,1948-1974,maison,Électricité,Radiateur électrique à accumulation,1130.7,137.1,14.0,1281.8,12.0,C,79700.0,Saint-Pierre-des-Échaubrognes
100.0,2002.0,2001-2005,maison,Fioul domestique,Chaudière fioul basse température 1991-2015,2372.5,1082.3,12.6,3515.5,35.0,D,57930.0,Bettborn
51.2,,2001-2005,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",102.6,125.3,7.0,251.2,4.0,A,33370.0,Fargues-Saint-Hilaire
101.1,2006.0,2006-2012,maison,Électricité,"Convecteur électrique NFC, NF** et NF***",689.7,125.4,13.8,865.3,8.0,B,84240.0,La Bastide-des-Jourdans
117.0,1970.0,1948-1974,maison,Électricité,"Convecteur électrique NFC, NF** et NF***",1287.9,141.1,15.6,1445.0,12.3,C,86250.0,Charroux
81.0,1961.0,1948-1974,appartement,Réseau de Chauffage urbain,Réseau de chaleur non isolé,488.2,374.6,3.1,786.3,9.7,B,94000.0,CRETEIL
74.2,1960.0,1948-1974,maison,Gaz naturel,Chaudière gaz standard après 2015,3006.1,536.7,9.3,3600.9,48.5,D,10500.0,Brienne-le-Château
44.6,2007.0,2006-2012,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",87.9,124.7,5.9,232.8,5.2,A,37000.0,Tours
74.0,1973.0,1948-1974,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,793.7,549.8,2.8,1208.6,16.3,C,13230.0,Port-Saint-Louis-du-Rhone
51.9,,1948-1974,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",271.7,113.1,6.7,391.4,7.0,B,69003.0,Lyon
16.7,,1948-1974,appartement,Gaz naturel,Chaudière gaz à condensation 2001-2015,504.7,220.4,2.2,745.2,44.0,D,92200.0,Neuilly-sur-Seine
49.8,2006.0,2006-2012,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",104.1,96.9,6.4,225.9,4.0,A,69003.0,Lyon
127.0,,1983-1988,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",3559.7,107.2,17.1,3733.8,29.0,C,18100.0,Vierzon
149.1,1983.0,1983-1988,maison,Bois – Granulés (pellets) ou briquettes,Poêle à granulés flamme verte installé à partir de 2020,783.5,197.3,19.1,1019.5,6.0,B,73600.0,Saint-Marcel
30.9,1945.0,avant 1948,appartement,Électricité,Autres émetteurs à effet joule,158.2,103.5,4.1,278.1,9.0,B,44660.0,Rougé
70.6,1995.0,1989-2000,appartement,Gaz naturel,Chaudière gaz basse température après 2015,1461.9,497.1,9.2,2019.3,28.0,C,77600.0,Bussy-Saint-Georges
64.1,2013.0,2013-2021,appartement,Gaz naturel,Chaudière gaz à condensation 2001-2015,388.0,437.4,8.4,855.0,13.0,C,59211.0,Santes
90.0,1947.0,avant 1948,maison,Charbon,Poêle fioul ou GPL ou charbon,12140.8,0.0,11.7,12152.6,135.0,G,59190.0,Hazebrouck
245.0,1880.0,avant 1948,maison,Électricité,PAC air/eau installée entre 2015 et 2016,1407.6,197.7,32.6,1666.0,6.7,B,86360.0,Chasseneuil-du-Poitou
81.3,,avant 1948,appartement,Gaz naturel,Chaudière gaz standard après 2015,3124.3,549.7,10.4,3699.2,45.0,D,42000.0,Saint-Étienne
82.0,1900.0,avant 1948,maison,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",875.3,133.8,11.2,1020.1,12.4,C,9200.0,Alos
76.0,2016.0,2013-2021,maison,Électricité,PAC air/air installée à partir de 2015,271.4,28.3,10.3,318.5,4.0,A,33380.0,Mios
179.9,,avant 1948,maison,Bois – Bûches,Chaudière bois granulés 2004-2012,979.5,121.3,23.9,1188.0,6.0,B,16230.0,Maine-de-Boixe
64.6,1949.0,1948-1974,appartement,Électricité,PAC air/air installée à partir de 2015,225.4,119.5,8.5,383.7,5.0,A,34370.0,Maureilhan
104.3,,1948-1974,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",1215.6,150.4,13.4,1419.7,13.0,C,38090.0,Villefontaine
39.0,1961.0,1948-1974,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,538.3,440.2,1.5,865.1,22.1,C,78560.0,Le Port-Marly
328.8,1945.0,avant 1948,maison,Fioul domestique,Chaudière fioul standard 1991-2015,13881.0,256.5,43.8,14138.0,43.0,D,16100.0,Cognac
52.0,1949.0,1948-1974,maison,Bois – Granulés (pellets) ou briquettes,Poêle à granulés flamme verte installé entre 2012 et 2019,344.1,98.9,7.1,449.8,8.6,B,12620.0,Saint-Beauzély
58.3,1984.0,1983-1988,appartement,Électricité,Radiateur électrique à accumulation,585.5,128.1,7.5,745.9,12.0,C,5220.0,Le Monêtier-les-Bains
58.2,1948.0,1948-1974,appartement,Gaz naturel,autre système à combustion gaz,2224.2,99.0,7.6,2340.2,40.0,D,13009.0,Marseille
46.5,,avant 1948,appartement,Gaz naturel,Chaudière gaz standard après 2015,1467.9,456.7,6.1,1949.0,41.0,D,92600.0,Asnières-sur-Seine
25.1,1945.0,avant 1948,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,421.3,582.0,0.9,850.8,33.9,D,94120.0,Fontenay-sous-Bois
35.5,2007.0,2006-2012,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",52.1,95.6,4.8,163.9,4.0,A,40000.0,Mont-de-Marsan
37.0,2007.0,2006-2012,appartement,Électricité,Autres émetteurs à effet joule,89.4,66.6,5.0,172.8,4.6,A,24000.0,Périgueux
21.8,,2013-2021,appartement,Gaz naturel,Chaudière gaz basse température 2001-2015,273.1,114.7,2.9,400.0,18.0,C,36000.0,Châteauroux
30.1,1972.0,1948-1974,appartement,Gaz naturel,Chaudière gaz basse température 2001-2015,1404.2,431.5,3.9,1865.7,61.0,E,87000.0,Limoges
136.4,1947.0,avant 1948,maison,Fioul domestique,Chaudière fioul à condensation 1996-2015,9045.8,1171.9,17.5,10250.6,75.0,E,63660.0,Saint-Anthème
109.0,1900.0,avant 1948,maison,Fioul domestique,Chaudière fioul classique 1970-1975,5860.0,147.2,14.5,6073.5,55.7,E,33680.0,Lacanau
123.9,1860.0,avant 1948,maison,Fioul domestique,Chaudière fioul à condensation 1996-2015,6880.0,814.3,15.6,7768.5,62.7,E,88230.0,Plainfaing
230.0,,avant 1948,maison,Électricité,PAC air/air installée avant 2008,2246.5,175.9,31.3,2453.7,10.0,B,4280.0,Céreste
64.4,1960.0,1948-1974,appartement,Réseau de Chauffage urbain,Réseau de chaleur isolé,11.8,448.7,8.8,480.9,7.0,B,31400.0,Toulouse
60.4,,1948-1974,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",375.1,106.2,7.9,489.2,8.0,B,13260.0,Cassis
75.5,1947.0,avant 1948,maison,Gaz naturel,Chaudière gaz à condensation 2001-2015,2913.2,414.7,9.8,3350.7,44.0,D,59310.0,Faumont
56.0,1948.0,1948-1974,appartement,Gaz naturel,Chaudière gaz standard après 2015,4122.6,477.6,7.5,4620.5,82.0,F,44250.0,Saint-Brevin-les-Pins
36.0,1930.0,avant 1948,maison,Électricité,"Convecteur électrique NFC, NF** et NF***",239.1,102.6,4.7,346.4,9.6,B,59120.0,Loos
51.0,2016.0,après 2021,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",82.3,30.5,1.6,120.1,2.3,A,11100.0,Narbonne
73.4,1997.0,1989-2000,maison,Électricité,PAC air/eau installée après 2017,240.7,35.3,9.6,316.3,4.3,A,61220.0,Briouze
55.0,1961.0,1948-1974,maison,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",1083.2,87.3,7.5,1155.0,21.0,C,84210.0,Pernes-les-Fontaines
90.0,,avant 1948,maison,Fioul domestique,Chaudière fioul standard 1991-2015,10584.0,137.7,11.5,10758.7,119.0,G,38260.0,Champier
79.5,,2006-2012,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,1799.5,489.4,10.0,2341.2,29.0,C,54510.0,Tomblaine
39.4,1999.0,1989-2000,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",112.7,100.3,5.4,233.6,5.0,A,31140.0,Aucamville
83.0,,1948-1974,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,1988.3,459.8,10.9,29.7,29.7,C,,
96.1,1946.0,avant 1948,maison,Fioul domestique,Chaudière fioul à condensation 1996-2015,4988.6,1056.3,12.5,6074.5,63.2,E,80080.0,Amiens
160.6,2018.0,2013-2021,maison,Bois – Bûches,PAC air/eau installée après 2017,244.6,50.9,20.6,336.4,2.0,A,38110.0,Cessieu
69.0,1968.0,1948-1974,appartement,Réseau de Chauffage urbain,Réseau de chaleur non isolé,601.9,310.9,2.6,838.4,12.1,C,94430.0,Chennevières-sur-Marne
81.9,1948.0,1948-1974,appartement,Électricité,PAC air/air installée avant 2008,148.1,138.2,10.7,324.2,3.0,A,20000.0,Ajaccio
79.9,1978.0,1978-1982,appartement,Fioul domestique,Chaudière fioul classique 1976-1980,3631.8,667.8,10.9,4360.8,54.0,E,26100.0,Romans-sur-Isère
70.1,,1948-1974,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,2278.5,364.1,9.1,2674.2,38.0,D,91600.0,Savigny-sur-Orge
64.5,2010.0,2006-2012,appartement,Gaz naturel,Chaudière gaz à condensation 2001-2015,1017.6,450.4,8.4,1509.3,23.3,C,56100.0,Lorient
152.4,1974.0,1948-1974,maison,Gaz naturel,Chaudière gaz standard 1991-2000,4914.8,844.8,19.6,5828.5,38.0,D,71240.0,Sennecey-le-Grand
19.6,,1989-2000,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",21.5,79.0,2.6,110.6,5.0,A,13006.0,Marseille
151.0,1948.0,1948-1974,maison,Gaz naturel,Chaudière gaz standard 2001-2015,8106.0,539.0,19.7,8686.5,57.0,E,59184.0,Sainghin-en-Weppes
113.5,1900.0,avant 1948,maison,Électricité,Plancher ou plafond rayonnant électrique sans régulation terminale,1185.4,126.1,14.9,1326.6,11.6,C,6130.0,Grasse
125.5,1900.0,avant 1948,maison,Électricité,"radiateur électrique NFC, NF** et NF***",745.6,164.8,16.7,963.6,7.6,B,17210.0,Chevanceaux
68.0,1976.0,1975-1977,appartement,Réseau de Chauffage urbain,Réseau de chaleur non isolé,978.7,837.0,2.6,1614.6,23.6,C,35510.0,Cesson-Sévigné
37.7,2021.0,après 2021,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",147.4,0.0,4.9,158.1,4.0,A,32270.0,Blanquefort
46.0,2009.0,2006-2012,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",185.1,119.4,6.0,325.2,7.0,B,78711.0,Mantes-la-Ville
75.0,,avant 1948,maison,Électricité,"radiateur électrique NFC, NF** et NF***",436.7,117.6,10.2,600.9,8.0,B,7400.0,Saint-Martin-sur-Lavezon
112.7,1973.0,1948-1974,maison,Gaz naturel,Chaudière gaz standard 1991-2000,4730.9,459.4,15.3,5222.0,46.0,D,26320.0,Saint-Marcel-lès-Valence
142.5,1947.0,avant 1948,maison,Gaz naturel,Chaudière gaz classique 1981-1985,12480.5,689.1,18.3,13225.5,92.0,F,74200.0,Thonon-les-Bains
69.0,1965.0,1948-1974,appartement,Gaz naturel,Chaudière gaz à condensation 2001-2015,3154.2,436.0,9.4,52.4,52.3,E,,
45.0,1975.0,1975-1977,maison,Électricité,"Convecteur électrique NFC, NF** et NF***",535.8,112.7,5.8,654.3,14.0,C,73460.0,Grésy-sur-Isère
49.5,2009.0,2006-2012,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",131.7,135.5,6.4,247.6,5.0,A,42210.0,Montrond-les-Bains
40.4,2001.0,2001-2005,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",72.9,101.1,5.5,195.1,4.0,A,47000.0,Agen
35.0,1945.0,avant 1948,appartement,Électricité,Autres émetteurs à effet joule,202.6,92.9,0.8,285.3,8.1,B,78000.0,Versailles
83.4,1970.0,1948-1974,appartement,Réseau de Chauffage urbain,Réseau de chaleur non isolé,523.7,387.8,10.9,976.3,11.7,C,78370.0,Plaisir
251.8,1947.0,avant 1948,maison,Électricité,Radiateur électrique à accumulation,3221.1,196.2,32.3,3465.5,13.0,C,42520.0,Roisey
55.0,1920.0,avant 1948,appartement,Gaz naturel,,914.3,118.2,6.9,19.6,19.6,C,68580.0,Hindlingen
81.0,1972.0,1948-1974,appartement,Gaz naturel,Chaudière gaz standard 1991-2000,1411.9,662.5,10.6,26.3,26.2,C,,
35.5,1985.0,1983-1988,maison,Électricité,PAC air/air installée à partir de 2015,68.5,83.4,4.6,165.2,4.0,A,83420.0,La Croix-Valmer
94.0,1947.0,avant 1948,maison,Électricité,Radiateur électrique à accumulation,1196.6,137.7,11.8,1382.6,14.0,C,45700.0,Solterre
57.1,,1948-1974,appartement,Gaz naturel,Chaudière gaz classique avant 1981,2969.5,1354.7,7.4,4343.7,76.0,F,92350.0,Le Plessis-Robinson
56.6,,avant 1948,appartement,Électricité,Radiateur électrique à accumulation,337.3,132.5,7.1,496.2,8.0,B,51100.0,Reims
84.6,2008.0,2006-2012,maison,Gaz naturel,Chaudière gaz standard 2001-2015,2168.6,607.7,10.9,2828.3,33.0,D,5000.0,Gap
51.5,1997.0,1989-2000,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",72.7,110.8,6.7,208.6,4.0,A,83300.0,Draguignan
80.9,2000.0,1989-2000,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",134.9,139.9,11.0,314.2,3.0,A,31200.0,Toulouse
78.3,2000.0,1989-2000,appartement,Gaz naturel,Chaudière gaz à condensation 2001-2015,1224.8,463.9,9.8,1735.0,22.1,C,68000.0,Colmar
68.0,1975.0,1975-1977,appartement,Gaz naturel,Chaudière gaz à condensation 2001-2015,2461.0,112.4,8.5,2593.3,38.0,D,88200.0,Saint-Étienne-lès-Remiremont
57.5,2003.0,2001-2005,maison,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",447.4,103.1,7.7,586.2,10.0,B,85300.0,Challans
